gameid,Blue_bot_champion,Blue_jng_champion,Blue_mid_champion,Blue_sup_champion,Blue_top_champion,Red_bot_champion,Red_jng_champion,Red_mid_champion,Red_sup_champion,Red_top_champion,Blue_bot_player_champ_wr,Blue_jng_player_champ_wr,Blue_mid_player_champ_wr,Blue_sup_player_champ_wr,Blue_top_player_champ_wr,Red_bot_player_champ_wr,Red_jng_player_champ_wr,Red_mid_player_champ_wr,Red_sup_player_champ_wr,Red_top_player_champ_wr,Blue_bot_player_recent_form,Blue_jng_player_recent_form,Blue_mid_player_recent_form,Blue_sup_player_recent_form,Blue_top_player_recent_form,Red_bot_player_recent_form,Red_jng_player_recent_form,Red_mid_player_recent_form,Red_sup_player_recent_form,Red_top_player_recent_form,Blue_bot_champ_meta_wr,Blue_jng_champ_meta_wr,Blue_mid_champ_meta_wr,Blue_sup_champ_meta_wr,Blue_top_champ_meta_wr,Red_bot_champ_meta_wr,Red_jng_champ_meta_wr,Red_mid_champ_meta_wr,Red_sup_champ_meta_wr,Red_top_champ_meta_wr,Blue_Team_Strength,Red_Team_Strength,blue_win_label
LOLTMNT02_264499,Zeri,Dr. Mundo,Akali,Lulu,Jayce,Lucian,Skarner,LeBlanc,Nami,Sion,0.5555555555555556,0.5,1.0,0.0,0.5,0.3333333333333333,0.8,0.25,0.6666666666666666,0.0,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.42,0.5,0.48,0.375,0.42,0.46,0.673469387755102,0.4864864864864865,0.5625,0.5333333333333333,0.4579390031332542,0.5596632536530235,0
LOLTMNT02_264540,Miss Fortune,Pantheon,Taliyah,Nautilus,Ambessa,Ezreal,Xin Zhao,Ahri,Rell,Rumble,0.4,0.5,0.5625,0.7,0.0,0.75,0.3333333333333333,0.5,0.7058823529411765,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2,0.6,0.6,0.56,0.4117647058823529,0.6,0.46,0.38095238095238093,0.54,0.4,0.58,0.52,0.48,0.5474453127451904,0.5678011468674119,0
LOLTMNT02_290829,Kai'Sa,Poppy,Azir,Alistar,Sion,Miss Fortune,Jarvan IV,Ziggs,Rakan,Rumble,0.4,0.5,0.4444444444444444,0.5,0.5,0.8,1.0,1.0,0.7222222222222222,0.75,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.46,0.42,0.56,0.6,0.5,0.6,0.43333333333333335,0.2692307692307692,0.56,0.48,0.5800247308301908,0.6363551051051052,0
LOLTMNT02_290843,Senna,Vi,Aurora,Nautilus,Gangplank,Lucian,Skarner,Orianna,Nami,Jax,0.6,0.5,0.6,0.4666666666666667,0.5,0.75,0.6,0.6666666666666666,0.75,0.6,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.34,0.4642857142857143,0.44,0.4,0.5,0.62,0.58,0.58,0.64,0.5752287238784141,0.63997113997114,0
LOLTMNT02_290859,Yunara,Wukong,Annie,Nautilus,Ambessa,Xayah,Xin Zhao,Azir,Rakan,Sion,0.5,0.0,0.5,0.47058823529411764,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,0.2,0.2,0.2,0.0,0.0,0.4,0.4,0.3333333333333333,0.4,0.3333333333333333,0.5,0.5,0.6,0.44,0.48484848484848486,0.6,0.44,0.56,0.56,0.4883720930232558,0.4509358347483494,0.4444444444444445,0
LOLTMNT02_290875,Ashe,Pantheon,Ryze,Seraphine,Renekton,Lucian,Poppy,Aurora,Blitzcrank,K'Sante,0.4444444444444444,0.5,0.5,0.5,0.3333333333333333,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.4,0.5,0.52,0.3333333333333333,0.5,0.42857142857142855,0.42,0.52,0.4,0.4482758620689655,0.35714285714285715,0.34,0.44526905065489053,0.5064102564102564,1
LOLTMNT02_290888,Sivir,Vi,Viktor,Alistar,Yorick,Corki,Sejuani,Sylas,Rell,Jax,1.0,0.42857142857142855,1.0,0.8888888888888888,0.5,0.0,0.0,0.0,0.55,1.0,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.5714285714285714,0.32,0.38095238095238093,0.58,0.375,0.4,0.58,0.45454545454545453,0.44,0.66,0.4666666666666666,0.4532774028802519,1
LOLTMNT02_291800,Sivir,Xin Zhao,Ryze,Neeko,Gwen,Varus,Wukong,Zoe,Karma,Ambessa,0.0,0.36363636363636365,1.0,0.7,1.0,0.45454545454545453,0.6666666666666666,0.5,0.0,0.5,0.4,0.4,0.4,0.4,0.4,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,0.46,0.5384615384615384,0.574468085106383,0.56,0.6,0.4827586206896552,0.5,0.3783783783783784,0.46875,0.6440371456500489,0.5766760680954247,0
LOLTMNT02_292203,Sivir,Vi,Akali,Neeko,Ambessa,Jhin,Xin Zhao,Sylas,Alistar,Rumble,0.0,0.6428571428571429,0.5,0.5,0.5,0.75,0.25,0.4,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.32,0.41935483870967744,0.5625,0.47058823529411764,0.5,0.46,0.43478260869565216,0.58,0.48,0.3595522152353059,0.5334113776142761,0
LOLTMNT02_293142,Senna,Trundle,Ryze,Nautilus,Gwen,Corki,Wukong,Orianna,Rell,Jax,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.4,0.4,0.58,0.6666666666666666,0.5333333333333333,0.42,0.54,0.4,0.4838709677419355,0.58,0.44,0.66,0.36690821256038647,0.5257126823224358,0
LOLTMNT02_293178,Xayah,Xin Zhao,Orianna,Rakan,Renekton,Ezreal,Wukong,Taliyah,Bard,Yorick,0.75,0.5,0.0,0.6666666666666666,0.4444444444444444,1.0,0.5,0.5,1.0,0.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.2,0.8,0.4,0.6666666666666666,0.4,0.4,0.6,0.48,0.58,0.58,0.42,0.6,0.5,0.58,0.5555555555555556,0.4444444444444444,0.4652799526742527,0.5266504549781783,0
LOLTMNT02_293204,Kai'Sa,Volibear,Aurora,Rell,Ambessa,Senna,Vi,Annie,Alistar,Aatrox,0.4,0.5,0.5,0.42857142857142855,0.0,1.0,0.0,0.5,0.5714285714285714,0.375,0.2,0.25,0.25,0.2,0.2,0.8,0.6,0.75,0.6,0.6,0.44,0.4583333333333333,0.43333333333333335,0.44,0.45714285714285713,0.58,0.32,0.5625,0.6,0.54,0.4348063284233497,0.5500481937460647,1
LOLTMNT02_293222,Corki,Pantheon,Sylas,Leona,Galio,Jhin,Jarvan IV,Yone,Nautilus,Rumble,0.5,0.5,0.5,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.5833333333333334,0.5555555555555556,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.42,0.36,0.4583333333333333,0.36,0.36363636363636365,0.5,0.45161290322580644,0.56,0.42,0.48,0.5166694742043437,0.4870927318295739,1
LOLTMNT02_298552,Senna,Trundle,Azir,Rell,Ambessa,Sivir,Nocturne,Orianna,Nautilus,Renekton,0.6,0.5,0.3,0.5238095238095238,0.0,0.0,0.5,0.5,0.0,1.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.56,0.5833333333333334,0.56,0.46,0.5,0.5555555555555556,0.58,0.56,0.42,0.42,0.4477437948982665,0.35263347763347763,0
LOLTMNT02_298566,Ezreal,Xin Zhao,Viktor,Leona,Sion,Corki,Vi,Ryze,Rakan,K'Sante,0.5,0.2727272727272727,0.5,0.45454545454545453,0.0,0.3333333333333333,0.6,0.0,0.5,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.62,0.5,0.391304347826087,0.38,0.4782608695652174,0.44,0.32,0.5294117647058824,0.56,0.34,0.4423892937765329,0.39688644688644686,0
LOLTMNT02_299001,Kai'Sa,Jarvan IV,Viktor,Rell,Gwen,Yunara,Xin Zhao,Ryze,Renata Glasc,Aurora,0.8181818181818182,0.5,0.0,0.16666666666666666,0.8333333333333334,0.5,0.8,0.5,0.5,0.5,0.8,0.8,0.8,0.4,0.8,0.6,0.6,0.6,0.6,0.6,0.44,0.4375,0.4090909090909091,0.46,0.54,0.5,0.48,0.5,0.3684210526315789,0.45161290322580644,0.553185118527948,0.5705248301999277,0
LOLTMNT02_299012,Varus,Trundle,Galio,Nautilus,Ambessa,Sivir,Vi,Ahri,Braum,Rumble,0.5,1.0,0.0,0.3333333333333333,0.5,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.8,0.8,0.8,0.8,0.4,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.391304347826087,0.42,0.4722222222222222,0.5625,0.32,0.5,0.48,0.46,0.5444669093449581,0.5738351903400447,1
LOLTMNT02_299022,Miss Fortune,Pantheon,Annie,Alistar,Sion,Corki,Skarner,Akali,Neeko,K'Sante,0.7,0.4,1.0,0.5,0.5,0.0,0.75,0.6666666666666666,0.4,0.5,0.8,0.8,0.8,0.6,0.8,0.4,0.4,0.4,0.4,0.4,0.62,0.38461538461538464,0.5294117647058824,0.6,0.5,0.44,0.62,0.40625,0.5510204081632653,0.34,0.5517963331082143,0.5692327562242817,0
LOLTMNT02_299061,Sivir,Wukong,Orianna,Alistar,Rumble,Yunara,Vi,Taliyah,Nautilus,Sion,1.0,1.0,0.0,0.4166666666666667,0.5,0.5,0.5,0.0,0.4,1.0,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.5294117647058824,0.5151515151515151,0.56,0.58,0.46,0.5,0.32,0.58,0.44,0.4888888888888889,0.46223139412997905,0.5060975609756098,1
LOLTMNT02_299077,Varus,Trundle,Aurora,Bard,Cho'Gath,Lucian,Ambessa,Annie,Pyke,Yorick,1.0,1.0,0.0,0.5,0.5,0.8181818181818182,0.0,1.0,0.5,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6363636363636364,0.46875,0.5789473684210527,0.5,0.52,0.4864864864864865,0.5,0.6,0.5,0.47619047619047616,0.4962229134837286,0
LOLTMNT02_299540,Yunara,Jarvan IV,Taliyah,Rell,K'Sante,Corki,Wukong,Akali,Neeko,Cho'Gath,0.5,1.0,0.5,0.4666666666666667,0.7058823529411765,1.0,1.0,0.5,0.0,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.5,0.42424242424242425,0.56,0.44,0.36,0.46,0.5294117647058824,0.42424242424242425,0.56,0.5,0.6434582682630575,0.536504304238858,0
LOLTMNT02_299571,Varus,Xin Zhao,Sylas,Rakan,Rumble,Sivir,Trundle,Galio,Bard,Ambessa,0.0,0.3333333333333333,1.0,0.5625,1.0,0.0,1.0,0.6666666666666666,1.0,0.75,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.58,0.5,0.48,0.58,0.46,0.5789473684210527,0.5384615384615384,0.4166666666666667,0.55,0.48717948717948717,0.5525452089281876,0.6362155388471179,1
LOLTMNT02_33234,Kalista,Nocturne,Azir,Rakan,Aatrox,Aphelios,Vi,Orianna,Lulu,K'Sante,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.8,0.5,0.5,0.5,0.6666666666666666,0.5,0.5,1
LOLTMNT02_33261,Caitlyn,Maokai,Orianna,Milio,K'Sante,Varus,Jarvan IV,Azir,Renata Glasc,Gwen,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5714285714285714,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1
LOLTMNT02_33736,Kalista,Rell,Azir,Rakan,K'Sante,Varus,Lee Sin,Orianna,Nautilus,Udyr,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.375,0.3333333333333333,0.8,0.625,0.2857142857142857,0.5,0.7142857142857143,0.4,0.5,0.3611111111111111,0.6388888888888888,0
LOLTMNT02_33787,Kalista,Vi,Corki,Nautilus,Rumble,Caitlyn,Rell,Sylas,Ashe,Sion,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.3611111111111111,0.3611111111111111,1
LOLTMNT02_34214,Jhin,Maokai,Tristana,Nautilus,Rumble,Varus,Rell,Corki,Rakan,Ornn,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0
LOLTMNT02_34286,Kalista,Vi,Orianna,Renata Glasc,Jax,Varus,Rell,Azir,Ashe,Pantheon,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5,0.5,0.5,0.5,1
LOLTMNT02_34311,Nilah,Lee Sin,Corki,Senna,Udyr,Seraphine,Xin Zhao,Azir,Hwei,Aatrox,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.375,0.5,0.8,0.5,0.5,1
LOLTMNT02_34812,Varus,Jax,Azir,Braum,K'Sante,Kalista,Xin Zhao,Orianna,Rell,Kayle,0.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.5,0.3,0.5,0.5555555555555556,0.5,0.3333333333333333,0.75,0.3,0.5,0.3611111111111111,0.6388888888888888,1
LOLTMNT02_34853,Lucian,Lee Sin,Corki,Milio,Udyr,Seraphine,Xin Zhao,Orianna,Senna,Aatrox,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.4,0.5,0.2857142857142857,0.6666666666666666,0.5,0.6666666666666666,0.6388888888888888,0.611111111111111,1
LOLTMNT02_34878,Lucian,Xin Zhao,Taliyah,Milio,Gwen,Aphelios,Vi,Azir,Nautilus,K'Sante,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.6,0.5,0.6666666666666666,0.8,0.36363636363636365,0.5714285714285714,0.6,0.3611111111111111,0.6388888888888888,0
LOLTMNT02_48097,Smolder,Rell,Taliyah,Nautilus,Twisted Fate,Varus,Lee Sin,Azir,Maokai,Vladimir,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,0.25,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4230769230769231,0.6666666666666666,0.5217391304347826,0.5,0.5185185185185185,0.875,0.40625,0.5,0.5,0.5,0.3958333333333333,1
LOLTMNT02_48145,Senna,Viego,Syndra,Nautilus,Renekton,Lucian,Jarvan IV,Taliyah,Milio,Twisted Fate,0.5,0.5,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.5,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.625,0.5,0.5,0.5416666666666666,0.5,0.5769230769230769,0.5,0.7,0.6,0.5,0.2916666666666667,0.3958333333333333,1
LOLTMNT02_48181,Jinx,Maokai,Orianna,Tahm Kench,Aatrox,Smolder,Lee Sin,Azir,Nautilus,Olaf,0.5,0.0,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,0.5,0.5,0.6,0.6,0.75,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.5,0.47619047619047616,0.5,0.5,0.4827586206896552,0.5,0.7777777777777778,0.3939393939393939,0.56,0.5,0.625,0.7083333333333334,1
LOLTMNT02_48215,Caitlyn,Xin Zhao,Orianna,Nautilus,Rumble,Aphelios,Maokai,Hwei,Milio,Udyr,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.625,0.391304347826087,0.5161290322580645,0.5384615384615384,0.5333333333333333,0.7142857142857143,0.5,0.2,0.5769230769230769,0.4166666666666667,0.1875,0.7083333333333334,0
LOLTMNT02_48703,Xayah,Wukong,Karma,Rakan,Udyr,Smolder,Viego,Orianna,Nautilus,K'Sante,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5833333333333334,0.46153846153846156,0.5,0.5,0.5151515151515151,0.5,0.5833333333333334,0.17592592592592593,0.3611111111111111,0
LOLTMNT02_48804,Xayah,Maokai,Hwei,Rakan,Aatrox,Smolder,Zac,Taliyah,Tahm Kench,K'Sante,0.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.5416666666666666,0.2857142857142857,0.5384615384615384,0.4838709677419355,0.5,0.5,0.6363636363636364,0.5,0.5945945945945946,0.7314814814814815,0.548941798941799,1
LOLTMNT02_48829,Jinx,Wukong,Karma,Nautilus,Zac,Smolder,Nocturne,Taliyah,Rell,Twisted Fate,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.42857142857142855,0.5172413793103449,0.5,0.4,0.3333333333333333,0.5833333333333334,0.42857142857142855,0.5,0.7314814814814815,0.6388888888888888,1
LOLTMNT02_48859,Kalista,Sejuani,Karma,Ashe,Jax,Varus,Rell,Orianna,Rakan,Gnar,0.6666666666666666,0.5,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.8,0.6,0.6,0.44,0.5,0.5,0.5,0.625,0.5,0.41379310344827586,0.5142857142857142,0.5714285714285714,0.625,0.4537037037037037,0.6611111111111111,0
LOLTMNT02_49102,Smolder,Wukong,Hwei,Nautilus,Rumble,Jinx,Jarvan IV,Orianna,Maokai,K'Sante,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.3333333333333333,0.5185185185185185,0.5,0.5,0.5,0.5,0.5217391304347826,0.5714285714285714,0.5,0.7083333333333334,0
LOLTMNT02_49563,Kai'Sa,Nocturne,Orianna,Rell,Aatrox,Lucian,Xin Zhao,Azir,Milio,Yone,0.5,0.5,0.6666666666666666,0.5,1.0,0.3333333333333333,0.5,0.5,0.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5294117647058824,0.4444444444444444,0.5,0.5555555555555556,0.375,0.38235294117647056,0.5925925925925926,0.4,0.3611111111111111,0.3611111111111111,0
LOLTMNT02_50383,Jinx,Sejuani,Azir,Nautilus,Jax,Smolder,Maokai,Tristana,Leona,Aatrox,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5238095238095238,0.3888888888888889,0.48484848484848486,0.5555555555555556,0.5,0.5769230769230769,0.2,0.5,0.5,0.5,0.5,0
LOLTMNT02_50927,Lucian,Sejuani,Azir,Nami,K'Sante,Twisted Fate,Vi,Orianna,Maokai,Aatrox,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.5714285714285714,0.52,0.38461538461538464,0.6153846153846154,0.575,0.5,0.6666666666666666,0.5609756097560976,0.5666666666666667,0.5142857142857142,0.4166666666666667,0.5833333333333334,0
LOLTMNT02_50954,Varus,Wukong,Orianna,Rakan,Rumble,Smolder,Vi,Azir,Maokai,K'Sante,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4838709677419355,0.5,0.5714285714285714,0.625,0.5,0.5454545454545454,0.6842105263157895,0.375,0.5806451612903226,0.5609756097560976,0.25,0.4166666666666667,1
LOLTMNT02_50962,Lucian,Maokai,Azir,Nami,K'Sante,Nautilus,Lee Sin,Orianna,Senna,Garen,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.5517241379310345,0.5625,0.36585365853658536,0.5714285714285714,0.5476190476190477,0.47368421052631576,0.6363636363636364,0.5813953488372093,0.6428571428571429,0.5,0.08333333333333333,0.75,1
LOLTMNT02_51112,Smolder,Sejuani,Taliyah,Tahm Kench,K'Sante,Senna,Viego,Azir,Nautilus,Gwen,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.3333333333333333,0.47368421052631576,0.5384615384615384,0.5,0.5789473684210527,0.6666666666666666,0.5,0.4,0.5333333333333333,0.5,0.2916666666666667,0.2916666666666667,1
LOLTMNT02_51147,Senna,Nocturne,LeBlanc,Maokai,Rumble,Kalista,Rell,Taliyah,Nautilus,Twisted Fate,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.75,0.75,0.6,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.6,0.2857142857142857,0.7142857142857143,0.56,0.47058823529411764,0.4230769230769231,0.43333333333333335,0.5714285714285714,0.5161290322580645,0.5,0.6875,0.08333333333333333,1
LOLTMNT02_51173,Smolder,Sejuani,Orianna,Rell,Olaf,Senna,Lee Sin,Hwei,Nautilus,Illaoi,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.5277777777777778,0.41935483870967744,0.2,0.6363636363636364,0.7,0.375,0.5,0.5,0.7083333333333334,0.08333333333333333,1
LOLTMNT02_51206,Senna,Viego,Azir,Maokai,Aatrox,Smolder,Sejuani,Orianna,Nautilus,Gnar,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.5833333333333334,0.4,0.3783783783783784,0.5925925925925926,0.5151515151515151,0.5555555555555556,0.5,0.5405405405405406,0.47058823529411764,0.6666666666666666,0.9166666666666666,0.7083333333333334,1
LOLTMNT02_51217,Kalista,Sejuani,Orianna,Nautilus,Jax,Varus,Viego,Karma,Alistar,K'Sante,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.4074074074074074,0.4782608695652174,0.5263157894736842,0.45714285714285713,0.5,0.5172413793103449,0.5,0.4444444444444444,0.5,0.5897435897435898,0.7083333333333334,0.5,1
LOLTMNT02_51719,Aphelios,Maokai,Azir,Nautilus,Aatrox,Smolder,Rell,Orianna,Rakan,Yone,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.8,0.8,0.7333333333333333,0.6071428571428571,0.39473684210526316,0.4722222222222222,0.5294117647058824,0.5,0.4375,0.5384615384615384,0.6,0.5,0.5833333333333334,0.7277777777777779,0
LOLTMNT02_51762,Varus,Maokai,Hwei,Renata Glasc,Illaoi,Senna,Sejuani,Orianna,Nautilus,Gnar,0.5,0.5,0.0,0.5,0.0,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.5,0.5862068965517241,0.3333333333333333,0.36363636363636365,0.5,0.6153846153846154,0.5,0.55,0.4594594594594595,0.6,0.16666666666666666,0.4166666666666667,0
LOLTMNT02_51831,Senna,Vi,Taliyah,Nautilus,K'Sante,Caitlyn,Maokai,Syndra,Bard,Gnar,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,0.6,0.65,0.5333333333333333,0.46153846153846156,0.5581395348837209,0.5555555555555556,0.5757575757575758,0.5,0.5,0.6363636363636364,0.75,0.9166666666666666,0
LOLTMNT02_52445,Ezreal,Xin Zhao,Orianna,Maokai,Zac,Varus,Viego,LeBlanc,Nautilus,K'Sante,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.2,0.2,0.5,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.0,0.4,0.5681818181818182,0.6,0.5,0.5,0.42857142857142855,0.75,0.43902439024390244,0.5454545454545454,0.38888888888888884,0.3611111111111111,1
LOLTMNT02_52502,Smolder,Nocturne,Orianna,Rakan,K'Sante,Senna,Vi,Azir,Nautilus,Gwen,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.5652173913043478,0.6470588235294118,0.5217391304347826,0.5882352941176471,0.6190476190476191,0.37209302325581395,0.4318181818181818,0.5,0.7555555555555555,0.9166666666666666,1
LOLTMNT02_53250,Smolder,Nocturne,Twisted Fate,Nautilus,Rumble,Kalista,Maokai,Taliyah,Alistar,Udyr,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,0.5,0.375,0.4,0.45,0.5263157894736842,0.42857142857142855,0.5882352941176471,0.5,0.5,0.42857142857142855,0.6388888888888888,0.22222222222222224,0
