gameid,Blue_bot_champion,Blue_jng_champion,Blue_mid_champion,Blue_sup_champion,Blue_top_champion,Red_bot_champion,Red_jng_champion,Red_mid_champion,Red_sup_champion,Red_top_champion,Blue_bot_player_champ_wr,Blue_jng_player_champ_wr,Blue_mid_player_champ_wr,Blue_sup_player_champ_wr,Blue_top_player_champ_wr,Red_bot_player_champ_wr,Red_jng_player_champ_wr,Red_mid_player_champ_wr,Red_sup_player_champ_wr,Red_top_player_champ_wr,Blue_bot_player_recent_form,Blue_jng_player_recent_form,Blue_mid_player_recent_form,Blue_sup_player_recent_form,Blue_top_player_recent_form,Red_bot_player_recent_form,Red_jng_player_recent_form,Red_mid_player_recent_form,Red_sup_player_recent_form,Red_top_player_recent_form,blue_win_label,patch,teamname_blue,teamname_red
LOLTMNT01_251959,Smolder,Skarner,Aurora,Leona,K'Sante,Senna,Poppy,Sylas,Nautilus,Renekton,0.5,0.7142857142857143,0.5,0.5384615384615384,0.45454545454545453,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,1,15.11,FURIA,Isurus Estral
LOLTMNT01_252836,Ezreal,Vi,Ahri,Neeko,Sion,Jhin,Xin Zhao,Taliyah,Alistar,Camille,0.8888888888888888,0.45454545454545453,0.6666666666666666,0.7777777777777778,1.0,0.3333333333333333,0.7777777777777778,0.7272727272727273,0.4444444444444444,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0,15.11,paiN Gaming,FURIA
LOLTMNT01_253056,Tristana,Poppy,Azir,Rell,Rumble,Senna,Wukong,Annie,Leona,Galio,0.75,0.5,1.0,0.5,0.7857142857142857,0.3333333333333333,0.6,0.5,0.5714285714285714,0.5,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0,15.11,paiN Gaming,FURIA
LOLTMNT01_253063,Varus,Skarner,Orianna,Braum,Ambessa,Yasuo,Sejuani,Akali,Rakan,Aatrox,0.5714285714285714,0.75,1.0,0.75,1.0,1.0,0.7857142857142857,0.5,0.8461538461538461,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0,15.11,paiN Gaming,FURIA
LOLTMNT01_268829,Kai'Sa,Xin Zhao,Ahri,Rell,Rumble,Senna,Jax,Sylas,Seraphine,Ornn,0.75,0.3,0.0,0.5789473684210527,0.3333333333333333,0.5,0.6,0.6666666666666666,0.5,0.6,0.2,0.2,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,15.14,Fluxo W7M,FURIA
LOLTMNT01_268853,Miss Fortune,Maokai,Yone,Alistar,Rumble,Sivir,Xin Zhao,Azir,Braum,Sion,0.7777777777777778,0.8333333333333334,1.0,0.8125,0.7333333333333333,0.5,0.5,0.0,0.5,0.0,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.2,0.5,0.0,1,15.14,paiN Gaming,Leviatan
LOLTMNT01_269312,Jhin,Trundle,Azir,Rakan,Gwen,Ashe,Wukong,Akali,Alistar,Aurora,0.42857142857142855,0.5,0.375,0.8571428571428571,0.625,0.5,0.0,0.5,0.6666666666666666,0.5,0.8,0.8,0.8,0.8,0.8,0.4,0.2,0.4,0.0,0.0,1,15.14,FURIA,Fluxo W7M
LOLTMNT01_269358,Kai'Sa,Vi,Ahri,Rell,K'Sante,Corki,Nocturne,Galio,Rakan,Jax,0.4,0.6923076923076923,0.6666666666666666,0.5,0.0,0.0,0.5,0.5,0.7058823529411765,0.5714285714285714,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0,15.14,Leviatan,paiN Gaming
LOLTMNT01_269701,Caitlyn,Sejuani,Azir,Neeko,Yorick,Sivir,Jarvan IV,Viktor,Alistar,Sion,0.5,0.45454545454545453,0.5,0.0,0.5,0.5,0.5,0.5,0.875,0.5,0.6,0.4,1.0,0.4,0.4,0.2,0.2,0.0,0.2,0.0,0,15.14,RED Canids,Isurus
LOLTMNT01_269731,Sivir,Wukong,Annie,Rakan,Yorick,Corki,Xin Zhao,Taliyah,Rell,Rumble,0.5,0.5,0.5,0.5,0.5,0.5,0.2857142857142857,1.0,0.2,0.5,0.2,0.5,0.5,0.2,0.2,0.4,0.4,0.4,0.4,0.4,1,15.14,LOUD,Vivo Keyd Stars
LOLTMNT01_269749,Jhin,Jarvan IV,Aurora,Alistar,Gwen,Senna,Ambessa,Orianna,Braum,Gragas,0.7142857142857143,0.3333333333333333,0.6,0.3333333333333333,0.8,0.8,0.5,0.5,0.6666666666666666,0.75,0.2,0.2,0.2,0.2,0.2,0.4,1.0,1.0,0.4,0.4,1,15.14,Vivo Keyd Stars,LOUD
LOLTMNT01_269756,Ezreal,Sejuani,Viktor,Bard,Sion,Kai'Sa,Nocturne,Sylas,Neeko,K'Sante,0.5454545454545454,0.5,0.5,0.5,0.0,0.8,0.6666666666666666,0.25,0.0,0.25,0.4,0.5,0.5,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0,15.14,LOUD,Vivo Keyd Stars
LOLTMNT01_270185,Jhin,Wukong,Taliyah,Rakan,Rumble,Ezreal,Trundle,Orianna,Leona,Renekton,0.0,0.5,0.5,0.2,0.5,1.0,0.5,0.5,0.25,0.46153846153846156,0.4,0.4,0.5,0.4,0.5,0.4,0.2,0.5,0.4,0.4,0,15.14,Isurus,RED Canids
LOLTMNT01_270198,Senna,Xin Zhao,Twisted Fate,Rell,Ambessa,Smolder,Lee Sin,Annie,Nautilus,Aatrox,0.5,0.0,0.5,0.7,0.75,0.5,1.0,0.5,0.5,0.5,0.6,0.2,0.5,0.2,0.2,0.4,0.4,0.5,0.4,0.5,1,15.14,RED Canids,Isurus
LOLTMNT01_278424,Yunara,Xin Zhao,Ahri,Alistar,Galio,Xayah,Jarvan IV,Orianna,Bard,Rumble,1.0,0.6,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,1,15.17,RED Canids,Leviatan
LOLTMNT01_278443,Varus,Poppy,Ziggs,Nautilus,Ambessa,Jhin,Wukong,Azir,Rell,Renekton,0.5,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.0,0.7142857142857143,0.5,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,1,15.17,Leviatan,RED Canids
LOLTMNT01_278484,Lucian,Vi,Ryze,Nami,Aatrox,Kalista,Skarner,Syndra,Neeko,Yorick,0.5,0.5882352941176471,0.5,0.5,0.5,0.0,0.0,0.5,0.25,0.3333333333333333,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0,15.17,Leviatan,RED Canids
LOLTMNT01_278773,Yunara,Pantheon,Annie,Neeko,Gwen,Sivir,Wukong,Orianna,Alistar,Rumble,1.0,0.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.5833333333333334,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,0,15.17,FURIA,LOUD
LOLTMNT01_278784,Jhin,Xin Zhao,Azir,Bard,K'Sante,Corki,Skarner,Ziggs,Pyke,Renekton,0.5,0.8181818181818182,0.4,0.5,0.5,0.6666666666666666,0.5,0.5,1.0,0.45,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,0,15.17,FURIA,LOUD
LOLTMNT01_278806,Ashe,Vi,Galio,Seraphine,Sion,Lucian,Volibear,Ryze,Rell,Cho'Gath,0.6,0.375,0.0,0.6666666666666666,0.4,0.8333333333333334,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,15.17,FURIA,LOUD
LOLTMNT01_278985,Varus,Nocturne,Orianna,Nautilus,Galio,Jhin,Wukong,Akali,Rell,Rumble,0.5555555555555556,0.6666666666666666,0.75,0.6666666666666666,0.5,0.7777777777777778,0.5,0.3333333333333333,0.25,0.5,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,1,15.17,paiN Gaming,Vivo Keyd Stars
LOLTMNT01_279227,Miss Fortune,Nidalee,Zed,Pyke,Sion,Ezreal,Sejuani,Taliyah,Rakan,K'Sante,0.0,0.5,0.5,0.5,0.3333333333333333,0.0,0.5,0.5555555555555556,1.0,0.25,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,1,15.17,RED Canids,Leviatan
LOLTMNT01_279672,Yunara,Jarvan IV,Azir,Rakan,Ambessa,Corki,Trundle,Ziggs,Neeko,Camille,1.0,0.4,0.6666666666666666,0.75,0.6666666666666666,0.25,0.6666666666666666,1.0,0.5833333333333334,1.0,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,1,15.17,Vivo Keyd Stars,paiN Gaming
LOLTMNT01_279682,Zeri,Xin Zhao,Aurora,Renata Glasc,K'Sante,Sivir,Zyra,Taliyah,Alistar,Renekton,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.5,0.4,0.0,0.6666666666666666,0.5,0.8333333333333334,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,1,15.17,Vivo Keyd Stars,paiN Gaming
LOLTMNT01_280013,Kai'Sa,Sejuani,Yone,Leona,Jax,Ezreal,Maokai,Ryze,Braum,Yorick,0.75,0.6428571428571429,0.3333333333333333,1.0,0.5,0.8,0.8,0.5,0.6923076923076923,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,1,15.17,Vivo Keyd Stars,paiN Gaming
LOLTMNT01_282636,Kai'Sa,Jarvan IV,Aurora,Bard,Rumble,Sivir,Trundle,Orianna,Alistar,Aatrox,0.0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,0.6,0.5333333333333333,0.4,0.6,0.6,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1,15.17,RED Canids,LOUD
LOLTMNT01_282677,Senna,Xin Zhao,Annie,Nautilus,Cho'Gath,Corki,Sejuani,Taliyah,Leona,Sion,0.6666666666666666,0.0,1.0,0.56,0.5,1.0,0.4166666666666667,1.0,0.36363636363636365,0.5,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,1,15.17,LOUD,RED Canids
LOLTMNT01_283231,Yunara,Skarner,Azir,Rell,Gnar,Varus,Wukong,Ryze,Rakan,Renekton,1.0,0.5,0.0,0.6818181818181818,0.6666666666666666,0.7272727272727273,1.0,1.0,0.6,0.47619047619047616,0.6,0.6,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,0,15.17,RED Canids,LOUD
LOLTMNT01_283342,Jinx,Pantheon,Galio,Braum,Jax,Lucian,Maokai,Viktor,Renata Glasc,K'Sante,0.0,0.5,0.5,0.5714285714285714,0.9411764705882353,0.5,0.5714285714285714,0.5,0.0,0.5,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0,15.17,LOUD,RED Canids
LOLTMNT01_283362,Ezreal,Nocturne,Sylas,Poppy,Ornn,Ziggs,Viego,Yone,Tahm Kench,Camille,0.8,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,15.17,RED Canids,LOUD
LOLTMNT01_283921,Kai'Sa,Xin Zhao,Ryze,Neeko,K'Sante,Corki,Skarner,Annie,Alistar,Ambessa,0.5,0.6666666666666666,1.0,0.4,0.5555555555555556,0.2,0.6666666666666666,0.5,0.7894736842105263,0.6,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,1,15.17,RED Canids,paiN Gaming
LOLTMNT01_284299,Varus,Trundle,Taliyah,Nautilus,Gwen,Ezreal,Jarvan IV,Orianna,Bard,Renekton,0.6,0.5,0.4,0.7142857142857143,0.8571428571428571,0.8333333333333334,1.0,0.5,0.75,0.4666666666666667,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0,15.17,paiN Gaming,RED Canids
LOLTMNT01_284400,Senna,Rek'Sai,Sylas,Rakan,Rumble,Lucian,Poppy,Aurora,Nami,Sion,0.5,0.5,1.0,0.5882352941176471,1.0,0.8,0.3333333333333333,1.0,0.8,0.6666666666666666,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1,15.17,RED Canids,paiN Gaming
LOLTMNT01_285516,Jhin,Pantheon,Taliyah,Rell,Rumble,Senna,Wukong,Annie,Alistar,Sion,0.5,1.0,0.5,0.6521739130434783,1.0,1.0,0.3333333333333333,0.75,0.4,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0,15.17,RED Canids,Vivo Keyd Stars
LOLTMNT01_285528,Varus,Xin Zhao,Akali,Neeko,Gnar,Corki,Jarvan IV,Orianna,Bard,K'Sante,0.5333333333333333,0.4,0.25,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,15.17,Vivo Keyd Stars,RED Canids
LOLTMNT01_285530,Miss Fortune,Trundle,Viktor,Rakan,Renekton,Lucian,Nidalee,Ryze,Leona,Yorick,0.6363636363636364,1.0,0.0,0.8,0.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,1,15.17,Vivo Keyd Stars,RED Canids
LOLTMNT01_43911,Lucian,Rell,Taliyah,Milio,Udyr,Ornn,Kindred,Azir,Senna,K'Sante,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,14.02,INTZ,FURIA
LOLTMNT01_43953,Kalista,Sejuani,Azir,Rell,Jax,Varus,Vi,Orianna,Nautilus,K'Sante,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,1,14.02,LOUD,Fluxo
LOLTMNT01_44990,Lucian,Rell,Azir,Nami,K'Sante,Kalista,Sejuani,Hwei,Nautilus,Aatrox,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,14.02,paiN Gaming,Los Grandes
LOLTMNT01_45062,Aphelios,Nocturne,Orianna,Blitzcrank,K'Sante,Lucian,Xin Zhao,Neeko,Milio,Udyr,1.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.3333333333333333,0.5,0,14.02,Vivo Keyd Stars,RED Canids
LOLTMNT01_45855,Ezreal,Maokai,Corki,Rell,Aatrox,Ashe,Sejuani,LeBlanc,Milio,Rumble,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0,14.02,INTZ,LOUD
LOLTMNT01_45891,Aphelios,Vi,Azir,Rakan,K'Sante,Nilah,Xin Zhao,Orianna,Pyke,Gnar,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,14.02,Los Grandes,FURIA
LOLTMNT01_45927,Lucian,Sejuani,Karma,Milio,Gnar,Ezreal,Rell,Vel'Koz,Blitzcrank,K'Sante,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,1,14.02,Vivo Keyd Stars,Liberty
LOLTMNT01_46114,Varus,Rell,Azir,Rakan,Renekton,Kalista,Xin Zhao,Orianna,Renata Glasc,Gnar,0.5,0.0,0.3333333333333333,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0,14.02,Liberty,KaBuM! Esports
LOLTMNT01_46764,Kalista,Amumu,Yone,Renata Glasc,Udyr,Senna,Vi,Azir,Seraphine,Olaf,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.2,0.2,0.2,0.2,0.2,0,14.02,RED Canids,Fluxo
LOLTMNT01_46811,Ezreal,Lee Sin,Corki,Bard,Udyr,Varus,Maokai,Taliyah,Ashe,K'Sante,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0,14.02,KaBuM! Esports,paiN Gaming
LOLTMNT01_47571,Varus,Bel'Veth,Karma,Nautilus,K'Sante,Kalista,Xin Zhao,Orianna,Alistar,Gnar,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,14.02,Liberty Academy,FURIA Youth
LOLTMNT01_47642,Caitlyn,Maokai,Corki,Milio,Urgot,Lucian,Xin Zhao,Viktor,Nami,Aatrox,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,14.02,KaBuM! Academy,RED Academy
LOLTMNT01_47661,Aphelios,Rell,Akali,Milio,Aatrox,Lucian,Xin Zhao,Orianna,Nami,Yone,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,14.02,Flamengo Academy,LOUD Academy
LOLTMNT01_47680,Ezreal,Maokai,Tristana,Karma,Rumble,Lucian,Rell,Orianna,Milio,Sion,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,14.02,XV eSports,Vivo Keyd Stars Academy
LOLTMNT01_48489,Caitlyn,Sejuani,Corki,Milio,Aatrox,Lucian,Jarvan IV,Azir,Nami,Jax,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,14.02,paiN Gaming Academy,Los Grandes Academy
LOLTMNT01_48562,Senna,Lee Sin,LeBlanc,Ornn,Aatrox,Lucian,Rumble,Azir,Milio,Camille,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,14.02,Fluxo Academy,INTZ Academy
LOLTMNT01_49204,Lucian,Xin Zhao,Akali,Nami,Singed,Aphelios,Lee Sin,Orianna,Milio,K'Sante,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.02,INTZ Academy,XV eSports
LOLTMNT01_49247,Varus,Maokai,Azir,Renata Glasc,K'Sante,Lucian,Vi,Corki,Nami,Gnar,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,14.02,RED Academy,paiN Gaming Academy
LOLTMNT01_49261,Varus,Xin Zhao,LeBlanc,Nautilus,Rumble,Lucian,Vi,Orianna,Milio,Aatrox,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14.02,FURIA Youth,Flamengo Academy
LOLTMNT01_49290,Varus,Vi,Yone,Rakan,Rumble,Draven,Xin Zhao,Orianna,Camille,K'Sante,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.02,Los Grandes Academy,Liberty Academy
LOLTMNT01_50038,Ezreal,Vi,Orianna,Ashe,K'Sante,Varus,Lee Sin,Annie,Nautilus,Garen,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,14.02,Vivo Keyd Stars Academy,KaBuM! Academy
LOLTMNT01_52705,Kalista,Maokai,Orianna,Nautilus,Aatrox,Varus,Rell,Azir,Ashe,Udyr,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0,14.02,Liberty,Los Grandes
LOLTMNT01_52730,Kalista,Sejuani,Azir,Rell,Aatrox,Caitlyn,Maokai,Orianna,Renata Glasc,K'Sante,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0,14.02,Fluxo,paiN Gaming
LOLTMNT01_52765,Lucian,Maokai,LeBlanc,Nami,Jax,Caitlyn,Vi,Lissandra,Milio,Aatrox,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,1.0,0.4,1,14.02,LOUD,RED Canids
LOLTMNT01_53022,Udyr,Maokai,Syndra,Senna,Gnar,Kalista,Rell,Neeko,Ashe,Aatrox,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,14.02,FURIA,Vivo Keyd Stars
LOLTMNT01_53038,Varus,Trundle,Taliyah,Maokai,Rumble,Ezreal,Sejuani,Azir,Rell,Olaf,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,1,14.02,KaBuM! Esports,INTZ
LOLTMNT01_53375,Lucian,Xin Zhao,Azir,Milio,Rumble,Varus,Sejuani,Taliyah,Nautilus,Aatrox,0.5,0.5,0.3333333333333333,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0,14.02,FURIA,KaBuM! Esports
LOLTMNT01_53418,Kalista,Brand,Taliyah,Nautilus,K'Sante,Varus,Ivern,Azir,Leona,Olaf,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.25,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,1,14.02,RED Canids,Liberty
LOLTMNT01_53481,Xayah,Wukong,Karma,Rakan,Kennen,Kalista,Poppy,Orianna,Nautilus,Aatrox,0.5,0.5,0.5,0.0,0.5,0.6666666666666666,0.5,1.0,1.0,0.5,0.4,0.4,0.4,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1,14.02,Los Grandes,LOUD
LOLTMNT01_53977,Kalista,Xin Zhao,LeBlanc,Nautilus,Rumble,Senna,Sejuani,Vladimir,Maokai,Aatrox,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,14.02,KaBuM! Academy,paiN Gaming Academy
LOLTMNT01_53993,Seraphine,Xin Zhao,Orianna,Senna,Aatrox,Lucian,Lee Sin,Corki,Nami,K'Sante,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0,14.02,INTZ Academy,Flamengo Academy
LOLTMNT01_54118,Lucian,Maokai,Taliyah,Nami,K'Sante,Kalista,Sejuani,Azir,Nautilus,Aatrox,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,14.02,paiN Gaming,Vivo Keyd Stars
LOLTMNT01_54252,Kalista,Xin Zhao,Orianna,Braum,K'Sante,Varus,Sejuani,Azir,Maokai,Gnar,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1,14.02,Fluxo,INTZ
LOLTMNT01_54665,Varus,Vi,Neeko,Nautilus,K'Sante,Seraphine,Sejuani,Sylas,Camille,Jax,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,14.02,LOUD Academy,Fluxo Academy
LOLTMNT01_54710,Varus,Poppy,LeBlanc,Blitzcrank,Rumble,Kalista,Vi,Karma,Nautilus,Aatrox,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,14.02,FURIA Youth,Vivo Keyd Stars Academy
LOLTMNT01_54729,Ezreal,Maokai,Hwei,Karma,Aatrox,Varus,Sejuani,Azir,Nautilus,Yone,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0,14.02,Liberty Academy,LOUD Academy
LOLTMNT01_54744,Aphelios,Vi,Neeko,Milio,K'Sante,Lucian,Rell,Syndra,Nami,Gnar,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,14.02,Fluxo Academy,Los Grandes Academy
LOLTMNT01_54755,Ashe,Sejuani,Corki,Milio,Jax,Varus,Rell,Azir,Pyke,K'Sante,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0,14.02,RED Academy,XV eSports
LOLTMNT01_55539,Lucian,Rell,Hwei,Milio,Aatrox,Caitlyn,Poppy,Neeko,Lux,Yone,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,14.02,Vivo Keyd Stars Academy,INTZ Academy
LOLTMNT01_56222,Xayah,Nocturne,Orianna,Rakan,K'Sante,Lucian,Maokai,Azir,Milio,Aatrox,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,14.02,XV eSports,LOUD Academy
LOLTMNT01_56251,Kalista,Viego,Neeko,Renata Glasc,K'Sante,Lucian,Sejuani,Taliyah,Milio,Aatrox,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,14.02,Fluxo Academy,RED Academy
LOLTMNT01_56275,Lucian,Maokai,Tristana,Nami,Rumble,Kalista,Sejuani,Orianna,Nautilus,Aatrox,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,14.02,paiN Gaming Academy,FURIA Youth
